1	0.066000
2	0.071000
3	0.083000
4	0.097000
5	0.113000
6	0.125000
7	0.139000
8	0.151000
9	0.167000
10	0.187000
11	0.198000
12	0.206000
13	0.222000
14	0.243000
15	0.260000
16	0.275000
17	0.283000
18	0.374000
19	0.431000
20	0.436000
21	0.428000
22	0.458000
23	0.562000
24	0.498000
25	0.517000
26	0.546000
27	0.640000
28	0.603000
29	0.649000
30	0.650000
31	0.675000
32	0.724000
33	0.727000
34	0.849000
35	0.778000
36	0.805000
37	0.835000
38	0.800000
39	0.674000
40	0.698000
